approved,raw_value,normalized_value,canonical_code,canonical_name,parent_code,parent_name,match_action,alias_source,confidence,review_notes
false,SIB SUBASSY ENHANCED 7900 Calibrated,sib subassy enhanced 7900 calibrated,SIB_SUBASSY_ENHANCED_7900_CALIBRATED,SIB SUBASSY ENHANCED 7900 Calibrated,,,review,inventory.description,30,unmatched candidate; requires review
false,SPOT PT LAMP,spot pt lamp,SPOT_PT_LAMP,SPOT PT LAMP,,,review,inventory.description,30,unmatched candidate; requires review
false,STX5 PVT Pneumatic System,stx5 pvt pneumatic system,STX5_PVT_PNEUMATIC_SYSTEM,STX5 PVT Pneumatic System,,,review,inventory.description,30,unmatched candidate; requires review
false,SVC Kit Humidifier Cover,svc kit humidifier cover,SVC_KIT_HUMIDIFIER_COVER,SVC Kit Humidifier Cover,,,review,inventory.description,30,unmatched candidate; requires review
false,SVC PCA control giraffe Touch Rots,svc pca control giraffe touch rots,SVC_PCA_CONTROL_GIRAFFE_TOUCH_ROTS,SVC PCA control giraffe Touch Rots,,,review,inventory.description,30,unmatched candidate; requires review
false,Seal actuator plate,seal actuator plate,SEAL_ACTUATOR_PLATE,Seal actuator plate,,,review,inventory.description,30,unmatched candidate; requires review
false,Seal canister BCG,seal canister bcg,SEAL_CANISTER_BCG,Seal canister BCG,,,review,inventory.description,30,unmatched candidate; requires review
false,Seal main manifold breathing circuit bag,seal main manifold breathing circuit bag,SEAL_MAIN_MANIFOLD_BREATHING_CIRCUIT_BAG,Seal main manifold breathing circuit bag,,,review,inventory.description,30,unmatched candidate; requires review
false,Sensor Loom SLE 5000,sensor loom sle 5000,SENSOR_LOOM_SLE_5000,Sensor Loom SLE 5000,,,review,inventory.description,30,unmatched candidate; requires review
false,Sensor O2 / Servo O2,sensor o2 / servo o2,SENSOR_O2_/_SERVO_O2,Sensor O2 / Servo O2,,,review,inventory.description,30,unmatched candidate; requires review
false,Sensor differential pressure,sensor differential pressure,SENSOR_DIFFERENTIAL_PRESSURE,Sensor differential pressure,,,review,inventory.description,30,unmatched candidate; requires review
false,Servo control PCA (Panda Warmer),servo control pca (panda warmer),SERVO_CONTROL_PCA_(PANDA_WARMER),Servo control PCA (Panda Warmer),,,review,inventory.description,30,unmatched candidate; requires review
false,Set bag to vent match BCG,set bag to vent match bcg,SET_BAG_TO_VENT_MATCH_BCG,Set bag to vent match BCG,,,review,inventory.description,30,unmatched candidate; requires review
false,Set unidirectional valve breathing system,set unidirectional valve breathing system,SET_UNIDIRECTIONAL_VALVE_BREATHING_SYSTE,Set unidirectional valve breathing system,,,review,inventory.description,30,unmatched candidate; requires review
false,Silencer SLE 2000,silencer sle 2000,SILENCER_SLE_2000,Silencer SLE 2000,,,review,inventory.description,30,unmatched candidate; requires review
false,Silencer SLE 4000/5000/6000,silencer sle 4000/5000/6000,SILENCER_SLE_4000/5000/6000,Silencer SLE 4000/5000/6000,,,review,inventory.description,30,unmatched candidate; requires review
false,Silicone Plug bag of 5,silicone plug bag of 5,SILICONE_PLUG_BAG_OF_5,Silicone Plug bag of 5,,,review,inventory.description,30,unmatched candidate; requires review
false,Silicone seal canister,silicone seal canister,SILICONE_SEAL_CANISTER,Silicone seal canister,,,review,inventory.description,30,unmatched candidate; requires review
false,Slide bracket assy,slide bracket assy,SLIDE_BRACKET_ASSY,Slide bracket assy,,,review,inventory.description,30,unmatched candidate; requires review
false,Speaker,speaker,SPEAKER,Speaker,,,review,inventory.description,30,unmatched candidate; requires review
false,Speaker Dash 2500,speaker dash 2500,SPEAKER_DASH_2500,Speaker Dash 2500,,,review,inventory.description,30,unmatched candidate; requires review
false,Spring Hinge Right Porthole,spring hinge right porthole,SPRING_HINGE_RIGHT_PORTHOLE,Spring Hinge Right Porthole,,,review,inventory.description,30,unmatched candidate; requires review
false,Support casting,support casting,SUPPORT_CASTING,Support casting,,,review,inventory.description,30,unmatched candidate; requires review
false,Temp Probe Reusable Infant,temp probe reusable infant,TEMP_PROBE_REUSABLE_INFANT,Temp Probe Reusable Infant,,,review,inventory.description,30,unmatched candidate; requires review
false,Universal AC DC adapter,universal ac dc adapter,UNIVERSAL_AC_DC_ADAPTER,Universal AC DC adapter,,,review,inventory.description,30,unmatched candidate; requires review
false,Unknown,unknown,UNKNOWN,Unknown,,,review,inventory.description,30,unmatched candidate; requires review
false,V100 Front Board w/o SPO2,v100 front board w/o spo2,V100_FRONT_BOARD_W/O_SPO2,V100 Front Board w/o SPO2,,,review,inventory.description,30,unmatched candidate; requires review
false,V100 Keypad Kit,v100 keypad kit,V100_KEYPAD_KIT,V100 Keypad Kit,,,review,inventory.description,30,unmatched candidate; requires review
false,V100 NIBP Pump,v100 nibp pump,V100_NIBP_PUMP,V100 NIBP Pump,,,review,inventory.description,30,unmatched candidate; requires review
false,V100 SPO2 Board,v100 spo2 board,V100_SPO2_BOARD,V100 SPO2 Board,,,review,inventory.description,30,unmatched candidate; requires review
false,Valve,valve,VALVE,Valve,,,review,inventory.description,30,unmatched candidate; requires review
false,Valve APL assembly,valve apl assembly,VALVE_APL_ASSEMBLY,Valve APL assembly,,,review,inventory.description,30,unmatched candidate; requires review
false,Valve Solenoid,valve solenoid,VALVE_SOLENOID,Valve Solenoid,,,review,inventory.description,30,unmatched candidate; requires review
false,VentMon board subassy CAP 7100,ventmon board subassy cap 7100,VENTMON_BOARD_SUBASSY_CAP_7100,VentMon board subassy CAP 7100,,,review,inventory.description,30,unmatched candidate; requires review
false,Washer Nylon white,washer nylon white,WASHER_NYLON_WHITE,Washer Nylon white,,,review,inventory.description,30,unmatched candidate; requires review
false,Washer wave SST,washer wave sst,WASHER_WAVE_SST,Washer wave SST,,,review,inventory.description,30,unmatched candidate; requires review
false,Water Trap,water trap,WATER_TRAP,Water Trap,,,review,inventory.description,30,unmatched candidate; requires review
false,b20/b40 power Supply,b20/b40 power supply,B20/B40_POWER_SUPPLY,b20/b40 power Supply,,,review,inventory.description,30,unmatched candidate; requires review
false,bellows assy aespire,bellows assy aespire,BELLOWS_ASSY_AESPIRE,bellows assy aespire,,,review,inventory.description,30,unmatched candidate; requires review
false,check google,check google,CHECK_GOOGLE,check google,,,review,inventory.description,30,unmatched candidate; requires review
false,disk check,disk check,DISK_CHECK,disk check,,,review,inventory.description,30,unmatched candidate; requires review
false,exhaust line,exhaust line,EXHAUST_LINE,exhaust line,,,review,inventory.description,30,unmatched candidate; requires review
false,fan,fan,FAN,fan,,,review,inventory.description,30,unmatched candidate; requires review
false,filter,filter,FILTER,filter,,,review,inventory.description,30,unmatched candidate; requires review
false,filters,filters,FILTERS,filters,,,review,inventory.description,30,unmatched candidate; requires review
false,flow sensor block,flow sensor block,FLOW_SENSOR_BLOCK,flow sensor block,,,review,inventory.description,30,unmatched candidate; requires review
false,flow sensor plastic mri compatable,flow sensor plastic mri compatable,FLOW_SENSOR_PLASTIC_MRI_COMPATABLE,flow sensor plastic mri compatable,,,review,inventory.description,30,unmatched candidate; requires review
false,google,google,GOOGLE,google,,,review,inventory.description,30,unmatched candidate; requires review
false,kit O2 cell incld adapter,kit o2 cell incld adapter,KIT_O2_CELL_INCLD_ADAPTER,kit O2 cell incld adapter,,,review,inventory.description,30,unmatched candidate; requires review
false,main Manifold seal - BCG,main manifold seal - bcg,MAIN_MANIFOLD_SEAL_-_BCG,main Manifold seal - BCG,,,review,inventory.description,30,unmatched candidate; requires review
false,o ring,o ring,O_RING,o ring,,,review,inventory.description,30,unmatched candidate; requires review
false,o ring seals on vaporizer,o ring seals on vaporizer,O_RING_SEALS_ON_VAPORIZER,o ring seals on vaporizer,,,review,inventory.description,30,unmatched candidate; requires review
false,poly bag,poly bag,POLY_BAG,poly bag,,,review,inventory.description,30,unmatched candidate; requires review
false,sensor differential pressure,sensor differential pressure,SENSOR_DIFFERENTIAL_PRESSURE,sensor differential pressure,,,review,inventory.description,30,unmatched candidate; requires review
false,solinoid valve,solinoid valve,SOLINOID_VALVE,solinoid valve,,,review,inventory.description,30,unmatched candidate; requires review
false,tec-7 G-Flinge seal replacement kit,tec-7 g-flinge seal replacement kit,TEC-7_G-FLINGE_SEAL_REPLACEMENT_KIT,tec-7 G-Flinge seal replacement kit,,,review,inventory.description,30,unmatched candidate; requires review
false,transducer O2 concentration,transducer o2 concentration,TRANSDUCER_O2_CONCENTRATION,transducer O2 concentration,,,review,inventory.description,30,unmatched candidate; requires review
false,valve proportional,valve proportional,VALVE_PROPORTIONAL,valve proportional,,,review,inventory.description,30,unmatched candidate; requires review
false,accessories,accessories,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,procurement_requests.category,65,taxonomy keyword candidate; requires review
false,spare_parts,spare_parts,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,procurement_requests.category,65,taxonomy keyword candidate; requires review
false,accessories,accessories,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,sales_requests.category,65,taxonomy keyword candidate; requires review
false,spare_parts,spare_parts,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,sales_requests.category,65,taxonomy keyword candidate; requires review
false,accessories,accessories,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,sales_request_items.category,65,taxonomy keyword candidate; requires review
false,spare_parts,spare_parts,PARTS_AND_ACCESSORIES,Parts and Accessories,,,review,sales_request_items.category,65,taxonomy keyword candidate; requires review
